,data,group
0,10.405132339366212,1
1,9.728797440784154,1
2,10.178592164638037,1
3,16.655744255156094,1
4,7.374101854924035,1
5,7.8785615900900305,1
6,28.038655208773793,1
7,12.508060188625754,1
8,0.39990233555997534,1
9,14.60609379524775,1
10,12.639252134092859,1
11,16.95831080829972,1
12,14.36547614098328,1
13,22.615614398460387,1
14,3.3832791582107618,1
15,13.179935869506973,1
16,3.4778776143027805,1
17,-1.4131565270780193,1
18,16.65811631615245,1
19,14.499198592125804,1
20,37.5675073407372,1
21,20.152583205141667,1
22,15.620024890604858,1
23,5.157883328381881,1
24,9.536733546202404,1
25,16.440610558025625,1
26,13.021690800655577,1
27,27.163556661075052,1
28,13.367901193773362,1
29,15.094956315155105,1
30,31.730605970013137,1
31,3.801080726864569,1
32,10.320671907186247,1
33,7.769489693409499,1
34,-8.273157657262711,1
35,14.976535883921967,2
36,4.297971421366999,2
37,2.1029924110148617,2
38,6.784437870929786,2
39,-2.635756804562252,2
40,6.849890180274956,2
41,15.759324713780247,2
42,11.44070263093349,2
43,19.700972501854917,2
44,17.20804814934842,2
45,-1.6126042692901876,2
46,23.51659286802217,2
47,3.3150473380673446,2
48,14.219435497870608,2
49,28.63375041468846,2
50,29.246587294979513,2
51,11.166102846373322,2
52,24.808731641151105,2
53,13.103655569657306,2
54,20.118924772425913,2
55,21.10894849743069,2
56,18.292263588888872,2
57,1.6340523290729578,2
58,29.661521919023016,2
59,15.605477011228086,2
60,13.17315701876034,2
61,21.718493890675994,2
62,19.958040834304605,2
63,21.650612944830904,2
64,18.137991785730087,2
65,14.008444980696844,2
66,25.47785119574305,2
67,16.150011297578782,2
68,17.5086685288876,2
69,9.941569931432218,2
70,23.12024641147572,3
71,4.22051027313994,3
72,31.174089671116924,3
73,21.82197594404198,3
74,8.67048705971727,3
75,7.842762286468675,3
76,18.362986873794156,3
77,14.963792929035979,3
78,4.685720002532207,3
79,-1.5852389128538356,3
80,12.53999581941235,3
81,29.254014210158154,3
82,18.418889732520224,3
83,28.259029065541334,3
84,24.116411540719312,3
85,7.396774731999507,3
86,20.877737889881722,3
87,9.521510479671935,3
88,18.861295154280988,3
89,2.732210416039507,3
90,9.968459849584468,3
91,5.090196345784701,3
92,24.23861984909311,3
93,30.14706289217147,3
94,34.26246228371131,3
95,15.145841264905341,3
96,8.2026465742149,3
97,27.743848133527308,3
98,1.3578358823677519,3
99,36.752119277519796,3
100,-3.3582733835375294,3
101,27.749378654029393,3
102,32.21762276238108,3
103,7.125301615415436,3
104,9.533323445842418,3
